id,url,base_info,match_data,transfer_data,injured_data_list,capability_data
50075317,https://dongqiudi.com/player/50075317.html,"{'俱乐部': '梅斯', '国   籍': '法国', '身   高': 'CM', '位   置': '教练', '年   龄': '59岁', '体   重': 'KG', '号   码': '号', '生   日': '1961-08-19', '惯用脚': '', '中文名': '安东内蒂', '英文名': 'F. Antonetti'}",[],"[['1990-07-01', '巴斯蒂亚B队', '退役'], ['1989-07-01', '巴斯蒂亚', '巴斯蒂亚B队'], ['1983-07-01', '巴斯蒂亚', '贝济耶'], ['1982-07-01', '維希', '巴斯蒂亚']]",[],{}
50577413,https://dongqiudi.com/player/50577413.html,"{'俱乐部': '梅斯', '国   籍': '法国', '身   高': 'CM', '位   置': '助理教练', '年   龄': '61岁', '体   重': 'KG', '号   码': '号', '生   日': '1959-11-20', '惯用脚': '', '中文名': '德泽尔比', '英文名': 'J. De Zerbi'}",[],[],[],{}
50152018,https://dongqiudi.com/player/50152018.html,"{'俱乐部': '梅斯', '国   籍': '阿尔及利亚', '身   高': '180CM', '位   置': '前锋', '年   龄': '28岁', '体   重': '65KG', '号   码': '10号', '生   日': '1993-02-25', '惯用脚': '右脚', '中文名': '博拉亚', '英文名': 'F. Boulaya'}","[['赛季', '俱乐部', '上场', '首发', '进球', '助攻', '黄牌', '红牌', '替补'], ['2020/2021', '梅斯', '34', '33', '6', '8', '5', '0', '0'], ['2019/2020', '梅斯', '20', '9', '2', '1', '1', '1', '11'], ['2018/2019', '梅斯', '44', '35', '7', '7', '4', '0', '9'], ['2017/2018', '梅斯', '9', '2', '0', '1', '0', '0', '7'], ['2017/2018', '梅斯B队', '5', '5', '1', '0', '0', '0', '0'], ['2017/2018', '赫罗纳', '1', '0', '0', '0', '0', '0', '1'], ['2016/2017', '巴斯蒂亚', '2', '1', '0', '0', '0', '0', '1'], ['2016/2017', '巴斯蒂亚B队', '3', '3', '0', '0', '0', '0', '0'], ['2015/2016', '克莱蒙', '34', '27', '7', '0', '4', '0', '7'], ['2015/2016', '克莱蒙特B队', '1', '1', '1', '0', '0', '0', '0'], ['2014/2015', '伊斯特', '11', '8', '1', '0', '2', '0', '3'], ['2013/2014', '伊斯特', '25', '9', '0', '0', '3', '0', '16'], ['2012/2013', '伊斯特', '12', '7', '0', '0', '2', '0', '5'], ['2011/2012', '伊斯特', '1', '0', '0', '0', '0', '0', '1']]","[['2018-07-01', '赫罗纳', '梅斯'], ['2018-06-30', '梅斯', '赫罗纳'], ['2018-01-19', '赫罗纳', '梅斯'], ['2017-07-25', '巴斯蒂亚', '赫罗纳'], ['2016-08-31', '克莱蒙', '巴斯蒂亚'], ['2015-07-16', '伊斯特', '克莱蒙'], ['2012-07-01', '伊斯特U19', '伊斯特']]","[['梅斯', '病毒', '2021-01-04 ~ 2021-01-16'], ['梅斯', '撞伤', '2020-01-15 ~ 2020-02-04'], ['巴斯蒂亚B队', '内侧副韧带受伤', '2017-03-14 ~ 2017-05-31'], ['巴斯蒂亚', '膝盖受伤', '2016-10-21 ~ 2017-01-30']]","{'综合能力': '72', '速度': '73', '力量': '52', '防守': '25', '盘带': '78', '传球': '69', '射门': '65'}"
50133644,https://dongqiudi.com/player/50133644.html,"{'俱乐部': '梅斯', '国   籍': '塞内加尔', '身   高': '182CM', '位   置': '前锋', '年   龄': '27岁', '体   重': '76KG', '号   码': '11号', '生   日': '1994-07-08', '惯用脚': '右脚', '中文名': '恩格特', '英文名': 'O. Nguette'}","[['赛季', '俱乐部', '上场', '首发', '进球', '助攻', '黄牌', '红牌', '替补'], ['2020/2021', '梅斯', '16', '13', '3', '1', '0', '0', '3'], ['2019/2020', '梅斯', '28', '24', '5', '2', '1', '0', '4'], ['2018/2019', '梅斯', '36', '33', '7', '1', '2', '2', '3'], ['2017/2018', '梅斯', '20', '13', '0', '0', '3', '0', '7'], ['2017/2018', '梅斯B队', '3', '3', '2', '0', '2', '0', '0'], ['2016/2017', '梅斯', '37', '28', '3', '2', '4', '0', '9'], ['2015/2016', '瓦朗谢讷', '14', '8', '1', '0', '2', '0', '6'], ['2015/2016', '瓦朗谢讷B队', '4', '4', '0', '0', '0', '0', '0'], ['2014/2015', '瓦朗谢讷', '27', '19', '5', '0', '1', '0', '8'], ['2013/2014', '瓦朗谢讷', '10', '6', '0', '0', '1', '0', '4'], ['2013/2014', '瓦朗谢讷B队', '7', '7', '3', '0', '0', '0', '0'], ['2012/2013', '瓦朗谢讷', '21', '11', '3', '1', '3', '0', '10'], ['2012/2013', '瓦朗谢讷B队', '9', '8', '3', '0', '0', '0', '1'], ['2011/2012', '瓦朗谢讷B队', '15', '12', '2', '0', '1', '0', '3'], ['2011/2012', '曼特斯', '1', '0', '0', '0', '0', '0', '1']]","[['2016-07-01', '瓦朗谢讷', '梅斯'], ['2013-03-05', '瓦朗谢讷B队', '瓦朗谢讷']]","[['梅斯B队', '大腿肌肉拉伤', '2020-12-20 ~ '], ['梅斯B队', '伤病', '2018-05-18 ~ 2018-05-20'], ['梅斯B队', '撞伤', '2018-02-09 ~ 2018-02-20'], ['梅斯', '脚踝/脚受伤', '2017-12-14 ~ 2018-01-22'], ['梅斯', '撞伤', '2017-08-17 ~ 2017-08-25'], ['梅斯', '腿筋', '2017-08-01 ~ 2017-08-11'], ['梅斯', '撞伤', '2016-09-15 ~ 2016-10-11'], ['瓦朗谢讷', '腿筋', '2014-04-25 ~ 2014-05-25'], ['瓦朗谢讷', '腿筋', '2013-11-21 ~ 2014-02-28'], ['瓦朗谢讷', '膝盖受伤', '2013-05-17 ~ 2013-05-30']]","{'综合能力': '74', '速度': '84', '力量': '62', '防守': '40', '盘带': '76', '传球': '67', '射门': '67'}"
50460617,https://dongqiudi.com/player/50460617.html,"{'俱乐部': '梅斯', '国   籍': '塞内加尔', '身   高': '178CM', '位   置': '前锋', '年   龄': '23岁', '体   重': '74KG', '号   码': '13号', '生   日': '1998-03-13', '惯用脚': '右脚', '中文名': '拉明-格耶', '英文名': 'Lamine Gueye'}","[['赛季', '俱乐部', '上场', '首发', '进球', '助攻', '黄牌', '红牌', '替补'], ['2020/2021', '梅斯', '3', '2', '0', '1', '0', '0', '4'], ['2020/2021', '梅斯B队', '2', '2', '0', '0', '0', '0', '0'], ['2019/2020', '波城', '29', '25', '17', '0', '1', '0', '4'], ['2018/2019', '波城', '27', '21', '9', '0', '2', '0', '6'], ['2018/2019', 'Pau II', '1', '1', '0', '0', '0', '0', '0']]","[['2020-07-01', '吉尼莱迅', '梅斯'], ['2020-06-30', '波城', '吉尼莱迅'], ['2018-07-01', '吉尼莱迅', '波城']]","[['梅斯', '撞伤', '2020-12-05 ~ 2020-12-10']]",{}
50389861,https://dongqiudi.com/player/50389861.html,"{'俱乐部': '梅斯', '国   籍': '塞内加尔', '身   高': '187CM', '位   置': '前锋', '年   龄': '22岁', '体   重': '73KG', '号   码': '7号', '生   日': '1999-03-11', '惯用脚': '右脚', '中文名': '尼亚纳', '英文名': 'I. Niane'}","[['赛季', '俱乐部', '上场', '首发', '进球', '助攻', '黄牌', '红牌', '替补'], ['2020/2021', '梅斯', '10', '9', '6', '0', '0', '0', '0'], ['2019/2020', '梅斯', '22', '10', '4', '0', '0', '0', '12'], ['2019/2020', '梅斯B队', '1', '1', '0', '0', '0', '0', '0'], ['2018/2019', '梅斯', '41', '20', '14', '1', '1', '0', '21'], ['2017/2018', '梅斯', '35', '11', '5', '1', '1', '0', '24'], ['2017/2018', '梅斯B队', '3', '3', '1', '0', '0', '0', '0']]","[['2017-07-01', '吉尼莱迅', '梅斯']]","[['梅斯B队', '膝盖外侧副韧带受伤', '2020-10-14 ~ '], ['梅斯B队', '伤病', '2019-12-20 ~ 2020-01-10'], ['梅斯B队', '脚受伤', '2019-11-20 ~ 2019-11-22'], ['梅斯B队', '撞伤', '2019-10-18 ~ 2019-10-24'], ['梅斯B队', '脚趾骨折', '2017-09-06 ~ 2017-10-20']]","{'综合能力': '72', '速度': '81', '力量': '61', '防守': '19', '盘带': '70', '传球': '54', '射门': '72'}"
50227382,https://dongqiudi.com/player/50227382.html,"{'俱乐部': '梅斯', '国   籍': '佛得角', '身   高': '169CM', '位   置': '前锋', '年   龄': '25岁', '体   重': '67KG', '号   码': '27号', '生   日': '1996-01-10', '惯用脚': '右脚', '中文名': '瓦格纳', '英文名': 'Vágner'}","[['赛季', '俱乐部', '上场', '首发', '进球', '助攻', '黄牌', '红牌', '替补'], ['2020/2021', '梅斯', '29', '12', '6', '1', '3', '0', '10'], ['2019/2020', '南锡', '18', '16', '8', '3', '2', '0', '2'], ['2018/2019', '南锡', '19', '18', '6', '2', '4', '0', '1'], ['2018/2019', '圣埃蒂安B队', '12', '11', '5', '0', '3', '0', '1'], ['2017/2018', '圣埃蒂安', '5', '1', '0', '0', '0', '0', '4'], ['2017/2018', '圣埃蒂安B队', '13', '11', '6', '0', '3', '0', '2'], ['2015/2016', '吉尔维森特', '30', '12', '2', '0', '7', '0', '18'], ['2014/2015', '吉尔维森特', '2', '1', '0', '0', '1', '0', '1']]","[['2020-07-02', '圣埃蒂安', '梅斯'], ['2020-06-30', '南锡', '圣埃蒂安'], ['2019-07-25', '圣埃蒂安', '南锡'], ['2019-07-01', '圣埃蒂安B队', '圣埃蒂安'], ['2019-06-30', '南锡', '圣埃蒂安B队'], ['2019-01-04', '圣埃蒂安B队', '南锡'], ['2017-07-01', '吉尔维森特', '圣埃蒂安B队']]","[['梅斯', '脚踝韧带', '2020-08-01 ~ 2020-10-25'], ['圣埃蒂安B队', '撞伤', '2018-03-26 ~ 2018-04-05']]",{}
50202893,https://dongqiudi.com/player/50202893.html,"{'俱乐部': '梅斯', '国   籍': '法国', '身   高': '179CM', '位   置': '前锋', '年   龄': '24岁', '体   重': '75KG', '号   码': '9号', '生   日': '1997-03-28', '惯用脚': '右脚', '中文名': '蒂耶里-安布罗斯', '英文名': 'T. Ambrose'}","[['赛季', '俱乐部', '上场', '首发', '进球', '助攻', '黄牌', '红牌', '替补'], ['2020/2021', '梅斯', '25', '6', '1', '1', '4', '0', '11'], ['2019/2020', '梅斯', '19', '5', '0', '0', '1', '0', '14'], ['2018/2019', '朗斯', '39', '28', '5', '6', '3', '0', '11'], ['2017/2018', '布雷达', '31', '30', '10', '5', '4', '0', '1'], ['2014/2015', '曼城U19', '8', '8', '4', '0', '2', '0', '0'], ['2013/2014', '曼城U19', '6', '1', '0', '0', '1', '0', '5']]","[['2020-07-01', '曼城U23', '梅斯'], ['2020-06-30', '梅斯', '曼城U23'], ['2019-07-01', '曼城U23', '梅斯'], ['2019-06-30', '朗斯', '曼城U23'], ['2018-07-26', '曼城U23', '朗斯'], ['2018-06-30', '布雷达', '曼城U23'], ['2017-07-01', '曼城U23', '布雷达'], ['2015-07-01', '曼城U18', '曼城U23'], ['2013-07-01', '欧塞尔U19', '曼城U18']]","[['梅斯', '脚踝/脚受伤', '2020-10-17 ~ 2020-11-06'], ['布雷达', '膝盖受伤', '2018-04-16 ~ 2018-05-07']]","{'综合能力': '68', '速度': '80', '力量': '67', '防守': '29', '盘带': '70', '传球': '59', '射门': '65'}"
50518550,https://dongqiudi.com/player/50518550.html,"{'俱乐部': '梅斯', '国   籍': '塞内加尔', '身   高': '185CM', '位   置': '前锋', '年   龄': '21岁', '体   重': '76KG', '号   码': '26号', '生   日': '2000-01-05', '惯用脚': '左脚', '中文名': '亚代', '英文名': 'P. Yade'}","[['赛季', '俱乐部', '上场', '首发', '进球', '助攻', '黄牌', '红牌', '替补'], ['2020/2021', '梅斯', '31', '9', '3', '4', '4', '0', '15'], ['2019/2020', '梅斯', '4', '1', '0', '1', '0', '0', '3'], ['2019/2020', '梅斯B队', '11', '11', '5', '0', '3', '0', '0']]","[['2019-07-01', '吉尼莱迅', '梅斯']]","[['梅斯', '撞伤', '2019-12-01 ~ 2019-12-12'], ['梅斯', '大腿肌肉拉伤', '2019-08-01 ~ 2019-08-23']]",{}
50516378,https://dongqiudi.com/player/50516378.html,"{'俱乐部': '梅斯', '国   籍': '法国', '身   高': '175CM', '位   置': '前锋', '年   龄': '20岁', '体   重': 'KG', '号   码': '号', '生   日': '2000-10-31', '惯用脚': '', '中文名': '米卡塔泽', '英文名': 'G. Mikautadze'}","[['赛季', '俱乐部', '上场', '首发', '进球', '助攻', '黄牌', '红牌', '替补'], ['2020/2021', '塞莱恩', '24', '24', '22', '3', '7', '1', '0'], ['2019/2020', '梅斯', '1', '0', '0', '0', '0', '0', '1'], ['2019/2020', '梅斯B队', '18', '18', '8', '0', '2', '0', '0']]","[['2021-07-01', '梅斯B队', '梅斯'], ['2021-06-30', '塞莱恩', '梅斯B队'], ['2020-07-01', '梅斯B队', '塞莱恩'], ['2017-07-06', '圣牧师', '梅斯B队']]",[],{}
