id,name,english_name,news_titles
50001740,达尔道伊,P. Dárdai,"'柏林赫塔官方：达尔道伊下赛季继续留队执教', '塞尔克将回归赫塔，达尔道伊：我不会拒绝任何一名球员', '大城市俱乐部？柏林赫塔主帅：当然想夺冠，但我们没这能力', '图片报：达尔道伊下赛季会继续执教柏林赫塔', '达代：赫迪拉在竞技层面提供不了太大帮助，但协调更衣室很强', '德媒：赫塔又添伤员，皮扬特克脚踝关节受伤', '赫塔官方：主帅达尔道伊的二儿子马顿-达尔道伊续约到2025年', '六分球，赫塔主帅：与比勒费尔德的比赛是一场决赛', '暂时逃离降级区，赫塔主帅：三分当之无愧，向球队致敬', '战平美因茨，赫塔主帅：球员们的表现超出我的预料', '德媒：德甲六队没定下赛季主帅，有三队想要年轻人主帅塞瓦内', '结束全队隔离，柏林赫塔主帅：我们少赛三场，最少要拿四分', '柏林赫塔主帅达尔道伊：从没想到，我也会得新冠', '赫塔官方：教练组和球员共三人新冠阳性，弗里德里希暂代帅位', '今夏重返赫塔，博比奇：与赫塔主席的对话令我充满信心', '阿斯卡西瓦尔被提前换下甩脸色，赫塔主帅：这缺乏尊重', '罗泽：我很喜欢达尔道伊，平时会看他的采访', '专访柏林赫塔主帅达尔道伊：别拿我儿子给我“挖坑”', '达尔道伊：上半场踢得不错，对下半场的表现非常失望', '舒尔茨：哈兰德是一台完美的机器，防不住', '互联网足球产业联盟合作伙伴'"
50060068,诺伊恩多夫,A. Neuendorf,"'柏林赫塔主帅达尔道伊：从没想到，我也会得新冠', '互联网足球产业联盟合作伙伴'"
50398078,哈姆扎吉奇,A. Hamzagic,"'【镜报文章】绝望之举，但可能有个好结果（柏林赫塔）', '互联网足球产业联盟合作伙伴'"
50216219,皮扬特克,K. Piątek,"'皮扬特克：我想出战明年的世界杯；相信波兰能小组出线', '与国家队同在，多名无缘欧洲杯的波兰国脚送上祝福', '因伤无缘欧洲杯的皮扬特克来到了波兰国家队的训练基...', '因伤无缘欧洲杯，古拉尔斯基、别利克和皮扬特克拜访国家队', '皮扬特克谈无缘欧洲杯：泪水在眼里打转；突然就情绪崩溃了', '几乎伤停了一支球队，柏林赫塔官方：九名球员无法出战', '皮扬特克：伤病使我的欧洲杯之梦破灭了，会为赫塔和波兰祈祷', '官方：皮扬特克将因伤缺阵三至四个月，无缘欧洲杯', '波媒：皮扬特克将接受脚踝手术，无缘参加欧洲杯', '再添伤员，柏林赫塔官方：前锋皮扬特克脚踝骨折', '柏林赫塔官方：皮扬特克脚踝骨折，赛季报销', '德媒：赫塔又添伤员，皮扬特克脚踝关节受伤', '皮扬特克：三分非常重要；我们必须尽最大努力保级', '柏林赫塔3-0弗赖堡，皮扬特克建功，拉多尼奇长途奔袭破门', '又拿我早乐，皮扬特克空门不进致敬毛彪', '德乙盛世？亨特拉尔、赫迪拉和皮扬特克等球星可能齐聚德乙', '波兰主帅索萨战术分析：三大中锋齐上阵，激活克雷霍维亚克', '皮扬特克：我们对安道尔应该再打进两三个球', '皮扬特克：我与莱万和米利克类型都不同，我们组合得很好', '匈牙利3-3波兰，奥尔班破门，莱万救主', '互联网足球产业联盟合作伙伴'"
50207650,卢克巴吉奥,D. Lukébakio,"'图片报：柏林赫塔愿意出售库尼亚和卢克巴吉奥', '几乎伤停了一支球队，柏林赫塔官方：九名球员无法出战', '德媒：赫塔又添伤员，皮扬特克脚踝关节受伤', '战胜新冠，赫塔官方：普拉滕哈特、卢克巴吉奥恢复训练', '德媒：赫塔全队结束隔离，已经开始备战未来19天的6场比赛', '赫塔官方：教练组和球员共三人新冠阳性，弗里德里希暂代帅位', '连续三个赛季，卢克巴吉奥在德甲直接参与10球', '柏林联合1-1柏林赫塔，安德里希破门，卢克巴吉奥点射扳平', '德甲生涯首次，卢克巴吉奥单场送出两次助攻', '图片报德甲本轮最佳阵容：莱万、穆勒和哈兰德领衔', '柏林赫塔2-1奥格斯堡，皮扬特克破门，卢克巴吉奥点射绝杀', '皮扬特克梅开二度：进球的感觉真好', '剑南春 | 德甲战报：柏林赫塔4-0柏林联合，伊比舍维奇传射', '风驰电掣！德甲球员奔跑速度FIFA数据TOP10，谁是最快的男人', '谁才是头牌？德甲前锋FIFA数据排名TOP10，猜猜都有谁', '赫塔助教：我们有皮扬特克、卢克巴吉奥和科普克，冲击力很强', '德比失利后迎来重大利好，柏林赫塔将再获1亿欧元投资', '乔维奇谈对阵霍芬海姆：霍村很强，施塔克能否上场还是未知数', '卢克巴吉奥：渴望更多出场时间，福音音乐能给我力量', '踢球者德甲周最佳：罗伊斯和胡梅尔斯领衔', '互联网足球产业联盟合作伙伴'"
50136603,塞尔克,D. Selke,"'（2016-2017赛季的RB莱比锡锋线，德甲亚...', '塞尔克将回归赫塔，达尔道伊：我不会拒绝任何一名球员', '保级失败不买断塞尔克，不莱梅高层：我们其实都希望他能留下', '六分球，塞尔克：与奥格斯堡的比赛是一场决赛', '塞尔克：1200万欧的买断费用符合我疫情前的身价', '伤兵满营，不莱梅经理：希望拉希察和托普拉克能出战药厂', '柏林赫塔1-4不莱梅，比当古传射，库尼亚失点+失单刀', '德媒：多名球员今夏可能离开不莱梅，包括曼联租将钟塔西', '#德甲联赛# 斯图加特2-1不莱梅的比赛中出现了...', '云达不莱梅1-2斯图加特，瓦曼吉图卡梅开二度，塞尔克破门', '再伤一人，不莱梅前锋塞尔克因伤无缘本轮德甲比赛', '塞尔克：上个赛季的表现没有达到我的期待，必须要全力以赴', '塞尔克：对过去半年的表现不满意；我具备帮助不莱梅的实力', '德媒：塞尔克将会留在不莱梅，赫塔想和伊比舍维奇续约', '德媒：如果不莱梅降级，拉希察、克拉森和帕夫连卡都可能离开', '塞尔克：愿意留在不莱梅，希望我们保级成功', '塞尔克：在柏林的最后一天也依然感觉很好，期待与大家重逢', '德媒：如果不莱梅连续两年保级成功，必须要买断塞尔克', '德媒：如果不莱梅降级，帕夫连卡和拉希察等13名球员肯定离开', '为不莱梅放弃英超梦，塞尔克：不莱梅对我来说很特别', '互联网足球产业联盟合作伙伴'"
50103438,科尔多瓦,J. Córdoba,"'20/21赛季德甲经典战：莱万疯狂大四喜；多特逆转取胜莱比锡', '几乎伤停了一支球队，柏林赫塔官方：九名球员无法出战', '伤病潮，柏林赫塔官方：前锋科尔多瓦因伤提前告别本赛季', '本赛季首次，科尔多瓦在德甲联赛传射建功', '十人门兴2-2柏林赫塔，施廷德尔点射，科尔多瓦一传一射', '柏林赫塔1-4不莱梅，比当古传射，库尼亚失点+失单刀', '柏林赫塔3-0沙尔克，送对手跨赛季30轮不胜，贡多齐破门', '伤缺两个月后回归，柏林赫塔前锋科尔多瓦恢复训练', '德甲2020年射手榜：莱万32球居首，哈兰德23球位列次席', '柏林赫塔前锋科尔多瓦脚踝受伤，将暂时伤缺', 'RB莱比锡2-1赫塔，科尔多瓦破门，于帕梅卡诺、萨比策建功', '剑南春丨德甲战报：拜仁4-3柏林赫塔，莱万大四喜+补时绝杀', '拉巴迪亚：科尔多瓦在训练中有些轻伤；博亚塔是个领袖', '官方：柏林赫塔签下科隆前锋科尔多瓦，转会费1500万欧元', '踢球者：900万欧元加杜达，柏林赫塔将签下科尔多瓦', '踢球者：科尔多瓦接近加盟赫塔，科隆盯上柏林联前锋安德松', '踢球者德甲半程前锋评级：莱万世界级，哈兰德领衔洲际级', '德媒：埃弗顿有意科隆前锋科尔多瓦', '踢球者：科尔多瓦拒绝了科隆的新合同', '德媒：沙尔克不愿将乌特续租给科隆，只计划正式出售', '互联网足球产业联盟合作伙伴'"
50402914,贾斯特岑布斯基,D. Jastrzembski,"'官方：德丙曼海姆租借柏林赫塔小将贾斯特岑布斯基', '互联网足球产业联盟合作伙伴'"
50402809,雷丹,D. Redan,"'官方：柏林赫塔攻击手雷丹租借加盟格罗宁根', '从41到27，切尔西外租球员大量减少', '18岁零204天，赫塔前锋雷丹成为德甲最年轻的荷兰出场球员', '官方：柏林赫塔签下切尔西小将雷丹', '踢球者：柏林接近签下切尔西小将，转会费250万欧', '邮报：沃尔夫斯堡、美因茨和沙尔克想要切尔西小将雷丹', '谁将是下一个范戴克？盘点橙色军团10位新一代希望之星', '互联网足球产业联盟合作伙伴'"
50518969,M. Winkler,M. Winkler,'互联网足球产业联盟合作伙伴'
