id,name,english_name,news_titles
50075294,阿莱格里,M. Allegri,"'意媒：阿莱格里没有同意将法焦利加入洛卡特利的交易', '罗马诺称拜仁没可能签下小基耶萨，法尔克：千真万确', '巴尔扎利：离开尤文因和萨里有分歧；拒绝囧叔邀请是家庭原因', '米体：在和尤文高层谈续约之前，迪巴拉想先和阿莱格里谈一谈', '都体：C罗想和阿莱格里继续合作，他相信自己仍然能付出很多', '扎内蒂：鉴于俱乐部的稳定性，尤文将再次成为意甲冠军的热门', '达尼洛：C罗会留在尤文；我愿意把热苏斯带到球队', '阿莱格里、莫拉塔出镜为受伤小球迷送祝福：我们在都灵等着你', '都体：阿森纳有意引进拉比奥，但阿莱格里将他视作核心球员', '都体：为了让C罗和迪巴拉共存，阿莱格里在研究4种阵型', '特雷泽盖：C罗在尤文队内存在沟通问题，只有齐达内能搞定他', '前尤文门将：布冯在尤文什么都没赢到；多纳鲁马在巴黎要小心', '意天空：尤文已经开始和迪巴拉的经纪人商讨续约', '意媒：阿莱格里在尤文帅位上，基耶利尼续约留队没有问题', '记者：皮亚尼奇转会首选尤文，也愿意考虑国米和巴黎等球队', '跟队记者：巴尔扎利拒绝了加入阿莱格里教练组的邀请', '尤文总监：我们夏窗有可能不进行引援，但如果有机会就会抓住', '意媒：囧叔信任卢卡-佩莱格里尼，会让他回来担任桑德罗替补', '意媒：基耶利尼将与尤文续约，阿莱格里十分信任他', '罗体：罗马希望出售哲科，考虑与尤文进行球员交换', '互联网足球产业联盟合作伙伴'"
50000356,C罗,Cristiano Ronaldo,"'恭喜！C罗生涯首夺欧洲杯金靴，力压凯恩本泽马，3...', '总裁日常，C罗晒短裤照大秀肌肉，并分享了心灵鸡汤语录', '欧洲杯历史上制造进球数达到7+的20位球员（助攻...', 'C罗葡萄牙国家队历年数据：2003年 2场0球0...', '4场比赛5粒进球，C罗最终位列射手榜首位，获得本...', '第7座金球奖稳了？金球奖赔率更新：梅西赔率下调至1.5', '欧洲杯和欧冠双冠球员盘点：C罗领衔，阿内尔卡和托雷斯在列', '#c罗夺得欧洲杯金靴# 2020欧洲杯落下帷幕，...', '双骄遥相呼应，C罗获得欧洲杯金靴！决赛中凯恩和斯...', '相信很多兄弟都对加时赛若日尼奥的那脚踩踏非常不解...', '4场打进5球，C罗当选本届欧洲杯最佳射手', 'C罗成为2020欧洲杯金靴！', 'C罗5球1助力压希克锁定欧洲杯金靴，此前曾获银靴', '本届欧洲杯尤文球员已进12球，成单届球员进球最多的俱乐部', '19岁309天，萨卡成为欧洲杯决赛历史第四年轻出场球员', '本届欧洲杯直接参与4粒进球，卢克-肖排名仅次C罗、希克', '博努奇18次欧洲杯出场追平小猪，仅次于C罗等3人', '442恶搞美洲杯决赛，C罗为内马尔助威', '时隔28年重夺美洲杯冠军，对梅西到底意味着什么？', 'C罗当选ESPY年度国际男足最佳运动员，获奖后发...', '互联网足球产业联盟合作伙伴'"
50267386,费德里科-基耶萨,F. Chiesa,"'冠军意大利的新开始', '欧洲杯决赛复盘：“无锋阵”完美救赎，意式智慧放光芒', '小法决赛中场时说沃克是欧洲杯最佳球员，皮克：小基耶萨才是', '小基耶萨本场完成3次射门、3次成功过人，对抗赢下8次', '基耶萨完成了他的2020欧洲杯，无比出色！', '本届欧洲杯尤文球员已进12球，成单届球员进球最多的俱乐部', '基耶萨踢的真好。已经远胜同龄的老基耶萨。 \u200b', '小基耶萨突破至大禁区前一脚远射！皮球稍偏出界！', '纳格尔斯曼：我当然希望小基耶萨能来拜仁，但他太贵了', '纳帅：穿搭要和拜仁主帅职位相符；拜仁输掉欧冠时曾哭了很久', '罗马诺称拜仁没可能签下小基耶萨，法尔克：千真万确', '转会丨罗马诺：尽管有传言，但拜仁今年夏天没有机会...', '罗马诺：小基耶萨是尤文的非卖品，拜仁想签他没有可能', '德国天空：纳格尔斯曼有意小基耶萨，但拜仁经费有限', '佐夫：基耶利尼让我想起了詹蒂莱，小基耶萨就像布鲁诺-孔蒂', '欧洲杯决赛进球赔率：凯恩、因莫比莱、斯特林位列前三', '吐槽个球丨还有一场比赛，谁将加入图中这份名单？斯...', '欧哥看球-以父之名，意大利天才小将，两助蓝衣军团脱离险境', '迪纳塔莱：基耶萨的行动难以预测；因莫比莱为球队牺牲了很多', '意天空：基耶萨收到了很多豪门的报价，但尤文将他视作非卖品', '互联网足球产业联盟合作伙伴'"
50178725,贝尔纳代斯基,F. Bernardeschi,"'贝斯基：我经历了一个艰难的赛季，但现在一切都得到了回报', '绿贝贝、红贝贝和黑白贝贝，谁是意大利的超级替补？', '罗体：贝尔纳代斯基不想离开尤文，但俱乐部计划将其出售', '罗体：尤文准备尝试引进阿尔贝托，可能将贝斯基加入交易', '十二码英雄。', '意媒：萨里希望拉齐奥引进他在尤文的旧部贝尔纳代斯基', '记者：尤文欧洲杯后和拉伊奥拉会面，贝尔纳代斯基想续约', '贝尔纳代斯基：曼奇尼取得了非凡的成就；意大利需要创造历史', '意媒：尤文和阿莱格里决定留下贝尔纳代斯基，可能会跟他续约', '迪马济奥：没有球队报价贝尔纳代斯基，阿莱格里很可能留下他', '堪称艺术品！意大利任意球配合想象力十足，三层人墙亮瞎眼', '意大利队4人赛前参与反种族歧视活动，本届欧洲杯尚属首次', '意媒：意大利要大轮换，曼奇尼可能调整9名首发', '贝拉尔迪：我和洛卡特利都非常了解对方，为他感到高兴', '帅是真的帅！有没有蒂尼科普下贝司机真的这么菜吗？', '意大利身价：巴雷拉6500万，巴斯托尼6000万，多纳鲁马6000万', '跟队记者：贝尔纳代斯基没有可能加盟米兰', '贝斯基：曼奇尼为国家队带来了信心；对阵瑞典时我们没准备好', '贝斯基：希望能像2006年的意大利那样，将激情和热情带回国家', '【2016欧洲杯的意大利队锋线】7.扎扎（尤文图...', '互联网足球产业联盟合作伙伴'"
50137626,皮亚察,M. Pjaca,"'根据Foto Mac的报道，随着奥尼库鲁结束租借...', '意媒：热那亚希望续租皮亚察，已经和尤文展开谈判', '克罗地亚攻击手皮亚察上赛季在热那亚的表现并不太走...', '根据Jutarnji List的报道，热那亚攻击...', '今天是热那亚攻击手皮亚察26岁的生日。这名曾被给...', '皮亚察和阿尔维斯替补建功，尤文在巨龙球场击败波尔图', '记者：皮亚察回归尤文后，大概率会被再次外租', '意媒：热那亚不会买断皮亚察，他将在今夏回归尤文', '斯卡马卡：转会传闻一直都在，我只专注于热那亚', '皮亚察在热那亚对阵罗马的比赛中表现低迷，上半场结...', '都体：皮亚察在热那亚出场时间不足，可能被尤文提前召回', '皮亚察：C罗经常给年轻球员建议；对尤文进球可能庆祝', '都体：除卢卡-佩莱格里尼外，佩林和皮亚察的未来都不在尤文', '佛罗伦萨1-1热那亚，米伦科维奇绝平，皮亚察替补建功', '热那亚战乌迪内斯大名单：皮亚察缺阵，肖穆罗多夫回归', '意媒：二头肌受伤，皮亚察将缺阵一个月', '皮亚察本赛季意甲为热那亚打进2球，之前他只打进1球', '剑南春丨意甲战报：罗马3-1热那亚，姆希塔良帽子戏法+中楣', '热那亚官方：皮亚察和卢卡-佩莱格里尼新冠康复，并回归训练', '热那亚官方公布17名感染球员名单，而且全员未恢复', '互联网足球产业联盟合作伙伴'"
50129002,迪巴拉,P. Dybala,"'迪巴拉祝贺阿根廷队夺冠：你们让我感到难以置信的快乐', '（搬运）尤文图斯球员：保罗-迪巴拉20-21集锦', '米体：在和尤文高层谈续约之前，迪巴拉想先和阿莱格里谈一谈', '迪巴拉与女友街拍', '迈阿密度假！迪巴拉、博格巴与小罗、马图伊迪相聚', '萨里：我是个教练而不是经理，C罗的个人利益超越了正常范畴', '这样的迪巴拉谁会不喜欢呢？', '视频丨休赛季也不忘加强训练！尤文图斯球员迪巴拉更...', '意媒：迪巴拉将在下周末返回意大利，随后就将展开续约谈判', '都体：为了让C罗和迪巴拉共存，阿莱格里在研究4种阵型', '特雷泽盖：C罗在尤文队内存在沟通问题，只有齐达内能搞定他', '都体：迪巴拉接受尤文1000万欧年薪报价，双方将续约至2025年', '度假相遇，迪巴拉与博格巴摆出招牌手势：我们又见面啦', '吐槽个球丨尤文图斯球员迪巴拉更新个人社交媒体账号...', '意天空：尤文已经开始和迪巴拉的经纪人商讨续约', '旧将：如果是我的话不会留下C罗，留他的成本太高了', '陪女友逛街的迪巴拉丨正在度假中的小迪，没有比赛的...', '内德维德：迪巴拉的续约已在处理，他可能会是首批归队的球员', '跨界联动，迪巴拉和讽刺土味视频的网红Khaby Lame合作短视频', '（paulodybala）你给小迪这身材打几分？...', '互联网足球产业联盟合作伙伴'"
50069838,莫拉塔,Morata,"'本届欧洲杯尤文球员已进12球，成单届球员进球最多的俱乐部', '转换心情，莫拉塔一家四口来到意大利海滩度假', '博努奇：我们不怕在温布利踢英格兰；凯恩是世界最佳前锋之一', '莫拉塔的欧洲杯进球与点球', '莫拉塔实惨！输赢都是他，还要被威胁', '莫拉塔妻子社交媒体晒合照：家庭才是最重要的', '深度剖析--为什么西班牙锋无力了？', '外媒称西班牙输球赖C罗？没有的事儿', '欧洲杯短评丨莫拉塔，你为什么总在反复横跳？', '莫拉塔22粒进球跻身西班牙射手榜前10名。在今天...', '对阵意大利扳平比分，莫拉塔妻子收到了意大利球迷的咒骂消息', '马卡：意大利的胜利名不副实，西班牙让他们狼狈', 'D站米兰哥聊欧锦赛：今天，请允许我向伟大的对手路...', '意大利VS西班牙：坚持自我落入被动，防反DNA托起下限', '他是越王，是双脚逆足，接过世界杯迭戈-科斯塔的进...', '今日最佳[笑哭]', '莫拉塔——只是一个人抗住了太多', '「足球智商」第18期：“斗牛士”无锋阵消耗，莫拉...', '成也莫拉塔，败也莫拉塔，若日尼奥经典跳射点杀西班牙', '互联网足球产业联盟合作伙伴'"
50271169,库卢塞夫斯基,D. Kulusevski,"'库卢：法国出局后我说过足球是残酷的，今天换我们经历这一切', '欧洲杯前瞻：凯恩进球死亡小组三强全被淘汰？瑞典胜乌克兰？', '替补登场后单场送2助攻，奥尔莫成欧洲杯历史第三人', '库卢：很自豪能上演欧洲杯首秀；相比控球权赢球更重要', '欧洲杯右边锋身价榜：桑乔1亿欧居首，格纳布里列次席', '创造纪录，库卢是首位在欧洲杯或世界杯送出助攻的00后球员', '08年小法以来最年轻，库卢单场欧洲杯助攻两次', '库卢对阵波兰助攻两次，他之前没有在国家队比赛助攻过', '助攻福斯贝里，库卢塞夫斯基首次在瑞典队比赛送出助攻', '记者：库卢塞夫斯基新冠痊愈，可以出战对阵斯洛伐克的比赛', '瑞典官方：库卢和斯万贝里新冠转阴后已重新加入球队', '库卢上周参加派对，被怀疑是感染新冠的主要原因', '瑞典身价：伊萨克、库卢4000万，冰人2400万，福斯贝里2000万', '瑞典队官方：库卢塞夫斯基感染新冠，无缘出战西班牙', '库卢前经纪人：是博努奇怂恿库卢把我换掉', '记者：除了博努奇以外，帕拉蒂奇还想将库卢塞夫斯基带到热刺', '欧洲杯巡礼之瑞典：“奥丁”伊布缺席，北欧军团仍不可小觑', '欧洲杯各队身价最高球员排行：姆巴佩居首，凯恩列次席', '欧洲杯U21球员身价排行：桑乔居首，菲利克斯、福登位列前三', '国脚大户！尤文总共有12名国脚参加本届欧洲杯，全意甲最多', '互联网足球产业联盟合作伙伴'"
50047263,拉姆塞,A. Ramsey,"'本届欧洲杯尤文球员已进12球，成单届球员进球最多的俱乐部', '欧洲杯俱乐部进球排行榜，尤文、国米、曼城排名前3', '意媒：若签不下洛卡特利，尤文有意2000万欧+拉姆塞报价扎卡', '4次助攻独自领跑，聚贝尔追平单届欧洲杯助攻纪录', '意媒：如果顺利出售拉姆塞，尤文有意引进雷纳托-桑切斯', '都体：拉姆塞正在推动自己重返阿森纳', '天空体育：拉姆塞依然希望留在尤文，他不会尝试转会', '贝尔和拉姆塞欧洲杯历史数据：贝尔10场3球2助攻...', '罗比-萨维奇：威尔士前场四人很出色，他们能淘汰丹麦', '世界是个球：贝尔、拉姆塞都说不好的威尔士语，到底有多难？', '前威尔士中场：贝尔和拉姆塞已过巅峰，但依然是球队的胜负手', '和扎卡在罗马重聚？都体：罗马想引进拉姆塞', '意媒：AC米兰想要拉姆塞，引进的方式可能是租借', '经纪人：别再瞎编拉姆塞回阿森纳的消息了，没有一点真实性', '意媒：因薪资太高，阿森纳放弃签回拉姆塞', '记者：尤文对拉姆塞标价1500万欧；若离队，拉姆塞可能回英超', '阿隆·拉姆塞欧洲杯制造进球数据：2016欧洲杯 ...', '全市场：阿森纳愿意让拉姆塞回归，前提是免费。至于...', '意媒：回阿森纳对拉姆塞很有诱惑力，但枪手不想支付任何费用', '拉姆塞：满意自己的表现，想不起上次一周连踢三场是啥时候了', '互联网足球产业联盟合作伙伴'"
50402775,尼科卢西-卡维利亚,H. Nicolussi,"'搬运，帕尔马球员：尼科卢西-卡维利亚在尤文图斯效力的集锦', '官方：尤文外租小将卡维利亚手术成功，两天后开始康复计划', '马尔基西奥鼓励卡维利亚：希望你能早日康复，加油吧冠军', '官方：尤文外租小将卡维利亚十字韧带断裂，赛季报销', '应对疫情影响，意大利U21征召两支球队备战欧青赛资格赛', '都体：卡维利亚的交易可能建立帕尔马与尤文间合作的桥梁', '马绩效鼓励卡维利亚：让人们看到你的天赋，帕尔马是绝佳选择', '帕尔马主席：我们的新援会比任何意甲队新援得到更多出场时间', '帕尔马夏窗支出超7000万欧列意甲第三，仅次于尤文国米', '克劳斯欢迎卡维利亚：看来我不是唯一一个从尤文到帕尔马的', '帕尔马官方：先租后买卡维利亚，德马库买断条款非强制', '官方：帕尔马租借尤文图斯中场卡维利亚', '收集控？帕尔马主席：现在该收集几面新国旗了', '迪马济奥：已经敲定，帕尔马将租借尤文中场新星卡维利亚', '都体：卡利亚里准备签下布鲁诺-佩雷斯，萨贝利将加盟帕尔马', '帕尔马主席谈转会：不要总是对互联网上的消息信以为真', '意媒：帕尔马700万欧先租后买敲定布鲁内塔，接近租卡维利亚', '米体：尤文小将卡维利亚接近租借加盟帕尔马', '米体：帕尔马想先租后买卡维利亚，球员也更倾向于加盟帕尔马', '米体：帕尔马想先租后买尤文小将卡维利亚，一切进展顺利', '互联网足球产业联盟合作伙伴'"
