id,name,english_name,news_titles
50001576,马尔科-罗泽,M. Rose,"'多特主帅罗泽谈欧洲杯决赛：我会为贝林厄姆和桑乔加油', '多特蒙德.罗泽谈话系列（恶搞）“马尔科，这帮人我...', '多特新帅罗泽谈舒尔茨：我们都知道他的实力', '多特新帅罗泽：希望穆科科能在两周内恢复训练', '多特新帅罗泽：球队希望踢出有吸引力、快速的足球', '罗伊斯：回归多特就快要10年了，坚守是因为这里就是我的家', '好哥俩，多特新帅罗泽和助教住在一起，像在门兴时一样', '季前训练，新帅罗泽的训练课下球员们表现如何？', '罗泽谈执教多特后首堂训练课：很高兴我们开始了新赛季的备战', '布兰特：我的目标和多特一致；我要忘掉上赛季，重新启程', '图片报：如果收到正式报价，多特会立即放舒尔茨离队', '许特尔：理解法兰克福球迷的失望；我和罗泽互相欣赏', '罗泽：哈兰德的发展快如火箭；本打算让泰尔齐奇做我的助手', '新帅上任，罗泽7月1日出席多特执教生涯首场发布会', '罗体：罗泽将留下布兰特，但很大程度将取决于球员的意愿', '鲁尔新闻：罗泽本周开始多特执教工作；巴列尔迪即将转会马赛', '克拉默：门兴成绩下滑和罗泽离任无关；非常期待许特尔的执教', '毫无悬念，图片报：罗泽决定让罗伊斯继续担任多特蒙德队长', '罗泽执教期间门兴最后15分钟丢了38球，黑金仅丢25球', '前多特青训主帅：泰尔齐奇必须要决定是否愿意担任助教', '互联网足球产业联盟合作伙伴'"
50519092,穆科科,Y. Moukoko,"'多特新帅罗泽：希望穆科科能在两周内恢复训练', '凯尔：扎加杜还没有康复，不能参加7月初的季前备战', '金童奖候选球员身价榜：佩德里7000万欧居首，萨卡列次席', '图片报：多特和德国足协达成一致，穆科科不参加奥运会', '金童奖100人候选：佩德里、李刚仁、穆科科、罗德里戈入选', '德转身价更新：16岁穆科科上涨800万至1800万欧', '穆科科：我的偶像是梅西，但我也喜欢C罗', '孔茨：穆科科不踢奥运会，他会完整参加多特季前备战', '多特高层凯尔：穆科科赶不上U21欧青赛淘汰赛', '泰尔齐奇：希望德莱尼可以复出；维特塞尔和扎加杜恢复顺利', '据外媒报道，多特蒙德的天才小将尤苏法·穆科科正在...', '16岁的穆科科有种。。激烈争吵后，把23岁的女友...', '图片报：被穆科科锁在公寓里，前女友报警但最终放弃刑事诉讼', '图片报：穆科科涉嫌把前女友锁在家中，遭到警方调查', '穆科科：我很想和多特一起赢得德甲冠军', '穆科科：伤病是球员必须要面对的挑战，我会努力尽快回归', '法蒂——超新星会变成流星麽？', '多特官方：16岁小将穆科科韧带受伤，本赛季报销', '#穆科科赛季报销# 多特官推发了消息，穆科科韧带...', '互联网足球产业联盟合作伙伴'"
50267172,桑乔,J. Sancho,"'点球大战之后，一群极端球迷对罚丢点球的三名球员种族歧视', '天空体育质疑索斯盖特：为什么不早派上有创造力的球员！', '记者：几乎没见过为踢点球大战换人，第五罚咋还交给19岁小将', '肥强：主帅无能累死三军！索斯盖特坑哭英格兰，曼联成背锅侠', '图片报评论欧洲杯决赛：索斯盖特再次倒在了点球点', '英格兰队倒在点球大战，三名罚丢点球的球员均是替补登场', '索斯盖特换上两位专门罚点球的球员：拉什福德和桑乔...', '多特主帅罗泽谈欧洲杯决赛：我会为贝林厄姆和桑乔加油', '萨卡：英格兰队内桑乔最搞笑，斯特林对我的激励最大！', '过去10个赛季，每赛季的U23转会标王', '吐槽个球丨和萨卡骑马、与拉什福德打排球，曼联球员...', '基耶利尼：梦想赢得欧洲杯冠军，主场作战是英格兰的优势', '内维尔：决赛拉什福德或者桑乔可能会取代萨卡首发登场', '罗伊斯：回归多特就快要10年了，坚守是因为这里就是我的家', '桑乔20/21赛季全部进球及助攻', '青训强势，英格兰U17、U19和U20的冠军成员期待欧洲杯夺冠', '多特祝贺桑乔和贝林厄姆进入决赛，并安慰德莱尼', '费迪南德：这支英格兰非常团结且无私，桑乔就是最好的例子', '鲁尔新闻：出售巴列尔迪等四名球员，多特入账2150万欧', '多特预热欧洲杯半决赛，发布贝林厄姆对决德莱尼海报', '互联网足球产业联盟合作伙伴'"
50259656,哈兰德,E. Haaland,"'多特转发哈兰德喂牛照，并配上了哈兰德对阵莱比锡的照片', '来自哈兰德小可爱的微笑暴击，你准备好了吗？', '哈兰德穿着蓝色外套喂牛，球迷回应：切尔西稳了', '哈兰德喂牛，穆勒遛马，诺伊尔自拍山羊，果然德甲球...', '吐槽个球丨哈兰德社交媒体又更新了，他写道：＂丢掉...', '佐尔克：哈兰德人在挪威，下周一回多特训练', '蓝军愿报价1.75亿？佐尔克：哈兰德的情况没有变化，他会留队', '如果哈兰德来自其他国家', '学习哈兰德衣品？胡梅尔斯晒度假照：当你看多了哈兰德的穿搭', '曼城名宿：哈兰德和姆巴佩能让曼城受益十年，但签凯恩更靠谱', '苏格兰媒体ThesecretScout：关于哈兰...', '知名记者Angelo Mangiante：赖斯和...', '德媒：多特蒙德无意出售哈兰德，切尔西转向卢卡库', '本赛季的欧冠赛场上，哈兰德曾上演过一次精彩的梅开...', '媒体人：切尔西已经接触了哈兰德的父亲以及拉伊奥拉', '英媒：切尔西准备1.5亿镑报价哈兰德，他们相信多特不会拒绝', '瓜迪奥拉：不会花高价引进前锋，我们根本负担不起', '90min独家丨切尔西准备以1.5亿英镑的价格引进哈兰德', '佩蒂特：蓝军需要一位顶级前锋，哈兰德就是答案', '这些球员本可以代表其他国家，谁会取得最大的成功？', '互联网足球产业联盟合作伙伴'"
50253946,蒂格斯,S. Tigges,"'多特二队获得地区联赛所在赛区冠军，新赛季升入德丙', '多特队友：哈兰德太强了，他的冲击力和射门让我印象深刻', '多特二队主帅：常用哈兰德当例子，给年轻前锋讲战术', '佐尔克：“我们相信，一份职业合同是对蒂格斯过去几...', '多特官方：球队与斯蒂芬-蒂格斯签约至2024年', '德媒：多特蒙德接近与年轻中锋蒂格斯续约', '多特高中锋蒂格斯：自我首秀以来球队保持全胜，感觉还不错', '佐尔克：蒂格斯的进步非常大，去年他还没这么好', '首秀踢满全场[GOAL]进攻端三造险情[GOAL...', '泰尔齐奇：高中锋蒂格斯表现很出色；多特还缺少魔力', '多特高层凯尔：穆科科膝盖受轻伤，需要休息几天', '鲁尔新闻：穆科科因伤缺阵，多特二队前锋可能首发出战德国杯', '互联网足球产业联盟合作伙伴'"
50167038,马里乌斯-沃尔夫,M. Wolf,"'德媒列多特今夏离队球员名单：布兰特和舒尔茨等5人可能离开', '鲁尔新闻：目前为止没有球队对多特上赛季的外租球员提出报价', '鲁尔新闻：多特可能出售包括桑乔和布兰特在内的8名球员', '回归多特，沃尔夫：我想再试试，希望能在罗泽手下取得突破', '图片报：皮什切克离队后，多特计划让外租边锋沃尔夫踢右后卫', '踢球者德甲本轮最佳阵容：阿坎吉在列，哈兰德无缘', '科隆3-2客胜奥格斯堡，距安全区仅1分，杜达梅开二度', '踢球者德甲本轮最佳阵容：莱万和穆勒领衔，德莱尼入选', '图片报德甲本轮最佳阵容：穆勒、基米希和博阿滕领衔', '生涯首次，马里乌斯-沃尔夫在单场德甲打进2球', '科隆3-1比勒费尔德，马里乌斯-沃尔夫双响，堂安律进球被吹', '科隆0-1奥格斯堡，伊阿古制胜球，马里乌斯-沃尔夫射门中柱', '剑南春丨德甲战报：多特蒙德1-2不敌科隆，斯希里梅开二度', '多特外租边锋沃尔夫：希望在科隆有好的表现，能留下来', '吉斯多尔：沃尔夫在训练中表现很好，他和雅各布斯注定会首发', '沃尔夫：我在多特已经没有出场机会，希望在科隆得到上场时间', '多特夏窗汇总：买贝林厄姆等人，穆科科升入一队，许尔勒退役', '沃尔夫：再次离开多特并不容易；期待很快与球队再见', '官方：科隆租借多特蒙德攻击手沃尔夫', '鲁尔新闻：多特边锋沃尔夫即将租借加盟科隆', '互联网足球产业联盟合作伙伴'"
50102282,索尔根-阿扎尔,T. Hazard,"'索尔根-阿扎尔的成长进化史', '欧洲杯俱乐部进球排行榜，尤文、国米、曼城排名前3', '官方：若日尼奥拉球摆脱小阿扎尔当选欧洲杯今日最佳技巧', '多特安慰瑞士和比利时：踢出了一届精彩的大赛', '今日的欧洲杯比赛日漫画', '此阿扎尔非彼阿扎尔，小阿扎尔赛季进球助攻大赏', '比意大战小阿扎尔、巴雷拉等6人身背黄牌，面临停赛风险', '小阿扎尔：为自己是埃登的弟弟而自豪，他让我成为今天的自己', '记者：小阿扎尔对葡萄牙的进球十分美妙，他是进步最大的球员', '小阿扎尔谈哥哥伤病：比起对葡萄牙赛后，他已经没那么担心了', '小阿扎尔：踢葡萄牙让我们遭受损失，但意大利受了加时的影响', '足球智商第15期：比利时如何发挥卢卡库支点作用战胜葡萄牙', '欧洲杯1/8决赛最佳进球候选：博格巴世界波、本泽马挑射在列', '多特祝贺桑乔等球员晋级八强，并安慰胡梅尔斯和詹', '小阿扎尔：我哥哥感觉好多了，他希望能出战同意大利的比赛', '「足球智商」第12期：葡比大战C罗饮恨中锋致胜在...', '葡萄牙终究还是防错了扎球王', '欧哥看球-小阿扎尔闪耀欧洲，助比利时力克强敌', '小阿扎尔以一记世界波当选本场欧洲杯之星然而，听他...', '互联网足球产业联盟合作伙伴'"
50104192,埃姆雷-詹,E. Can,"'欧洲杯故事丨德国悍将14分钟染红罚下，埃姆雷詹成对手背景', '多特祝贺桑乔等球员晋级八强，并安慰胡梅尔斯和詹', '图片报：戈森斯和吕迪格感冒，勒夫可能考虑改变阵型', '多特11名球员征战今夏欧洲杯，全部晋级16强', '京多安：世界级的团队表现，实至名归的胜利，坚持下去', '埃姆雷-詹：输给法国让我们很受伤，但现在球队的气氛好多了', '小猪版德国队首发：穆勒、格纳布里突前，基米希打右边', '德国队队员身价一览：基米希、磁卡领衔，前6均来自拜仁蓝军', '埃姆雷-詹：频繁换位置对我有影响，我想固定在一个位置上', '詹：弗里克确实想让我去拜仁；德国不是欧洲杯争冠的热门', '跟队记者：阿莱格里想要引进一名身体素质出色的中场', '勒夫：诺伊豪斯表现很出色，埃姆雷-詹和胡梅尔斯有点小伤', '记者：埃姆雷-詹因内收肌小伤缺席德国对丹麦热身赛', '史上自由身球员加盟新东家身价排行：阿拉巴居首，莱万列次席', '埃姆雷-詹：希望多特球迷们早日回到球场；祝福传奇皮什切克', '德国欧洲杯大名单：穆勒、胡梅尔斯回归，穆夏拉入选', '马特乌斯预测德国队大名单：穆勒狐媚博阿滕回归，罗伊斯入选', '达胡德：哈兰德是无法阻挡的猛兽；泰尔齐奇赛后不睡觉看回放', '詹：战胜莱比锡不容易，希望下周德国杯决赛再次击败他们', '埃姆雷-詹：我永远不会为曼联效力，因为他们与利物...', '互联网足球产业联盟合作伙伴'"
50058705,德莱尼,T. Delaney,"'德媒列多特今夏离队球员名单：布兰特和舒尔茨等5人可能离开', '丹麦媒体：沃尔夫斯堡有意多特蒙德中场德莱尼', '昂首挺胸丹麦童话-德莱尼.', '罗伊斯：回归多特就快要10年了，坚守是因为这里就是我的家', '昂首离开！', '多特祝贺桑乔和贝林厄姆进入决赛，并安慰德莱尼', '鲁尔新闻：多特希望出售布兰特或德莱尼，以换取更多转会资金', '多特预热欧洲杯半决赛，发布贝林厄姆对决德莱尼海报', '丹麦中场德莱尼是色盲，对手曾特意为他更换球衣颜色', '剑南春丨欧洲杯战报：丹麦2-1捷克晋级四强，希克破门难救主', '3名球员进入欧洲杯半决赛，多特官方表示祝贺', '欧洲杯1/4决赛捷克1-2不敌丹麦止步8强希克进球难救主', '德莱尼：比赛没有像我们希望的那样进行，但重要的是晋级了', '德莱尼进球帮助丹麦闯进欧洲杯半决赛，多特官方送祝贺', '官方：德莱尼当选捷克vs丹麦一役欧洲杯最佳球员', '德莱尼成为丹麦在本届欧洲杯上的第七位进球球员，这...', '头槌破门，德莱尼攻入个人国际大赛首粒进球', '丹麦角球，德莱尼头球破门！丹麦1比0领先捷克！', '带球入场！丹麦开场4分钟闪电破门，德莱尼头球敲开城池', '德莱尼攻入国家队生涯首个国际大赛进球，丹麦1比0...', '互联网足球产业联盟合作伙伴'"
50040087,罗伊斯,M. Reus,"'罗伊斯：拜仁在踢得不好的时候也能赢，这是多特要提高的地方', '好想大声说爱你', '罗伊斯：回归多特就快要10年了，坚守是因为这里就是我的家', '三段感情', '图片报：罗伊斯没考虑退出德国队，有望在弗里克执教下成领袖', '队长归来！多特开始季前备战，罗伊斯现身训练场', '暑天该很好，你若尚在场~多么庆幸，还有你~', '两个Marco \u200b\u200b\u200b\u200b', '神似莱万&罗伊斯！C罗和本泽马相视一笑！', '什么水平？诺伊尔单手按住罗伊斯的任意球', '不止于师徒', '毫无悬念，图片报：罗泽决定让罗伊斯继续担任多特蒙德队长', '丨足球图片丨《footyleads》：2013多...', '德国杯可以当酒杯喝.但是要是德甲沙拉盘的话.罗伊...', '享受假期，罗伊斯和妻子在西班牙海岛游艇度假', '足球场上的公平竞赛和绅士风度', '（在这个热血沸腾的夏天，他们过的风平浪静）随着今...', '互联网足球产业联盟合作伙伴'"
