article_id,url,title,author,time,content,tags,img_url
2147465,https://dongqiudi.com/articles/2147465.html,德国国奥队前锋：球队的氛围很好，一起打牌喝咖啡,骆驼飞鸟鱼刺,07-16 09:31,"['德国国奥队目前已经抵达了日本东京，德国国奥队将在小组赛第一轮比赛对阵巴西。德国国奥队前锋托伊歇特谈到了球队目前的情况。', '谈到抵达日本的行程，托伊歇特表示：“有一些麻烦，必须要安装几个App，还要填很多表格。”', '谈到奥运会时，托伊歇特表示：“奥运会对世界上的每个运动员来说都是最大的追求。对我来说，除了和球队争夺金牌之外，没有其他的选择。”', '“我们现在一起打牌，一起喝咖啡。国奥队的很多球员已经认识很久了，我们还有足够的时间来更好认识彼此。每个人都期待接下来的几周。”']","['德国', '柏林联合', '托伊歇特', '德国U23']",https://xyimg1.qunliao.info/fastdfs6/M00/29/1B/280x210/crop/-/rBUESWDw4VWAY407AAItklm1ABA665.jpg
2147451,https://dongqiudi.com/articles/2147451.html,图片报：莱万经纪人扎哈维将很快与拜仁开启续约谈判,骆驼飞鸟鱼刺,07-16 09:16,"['上个赛季拜仁慕尼黑中锋莱万多夫斯基以41个进球打破了德国传奇射手盖德-穆勒的德甲赛季进球纪录，最近西班牙媒体《阿斯报》的消息称，莱万依然希望加盟皇马，另外英国媒体《每日邮报》的消息称曼城对莱万有意。德国媒体《图片报》的最新消息称，拜仁不会在今夏出售莱万，而且莱万的经纪人将很快开始进行续约谈判。', '《图片报》的消息称，莱万的经纪人扎哈维将很快同拜仁慕尼黑开启续约谈判，目前莱万与拜仁慕尼黑的合同还有2年。']","['拜仁慕尼黑', '莱万多夫斯基']",https://csimg2.qunliao.info/fastdfs6/M00/29/1A/280x210/crop/-/rBUESWDw3caABpNSAAC1UA_SGVE507.jpg
2147448,https://dongqiudi.com/articles/2147448.html,2021-22新赛季德甲球队的主场从拜仁慕尼黑的...,李巴乔i,07-16 09:00,['2021-22新赛季德甲球队的主场\n从拜仁慕尼黑的安联球场和多特蒙德的伊杜纳信号公园球场到柏林联的旧森林管理所球场，我们来看看最新的德甲球场图集。'],[],https://xyimg1.qunliao.info/fastdfs6/M00/29/18/280x210/crop/-/rBUESWDw2hKAMz22AABrxca_n44261.jpg
2147424,https://dongqiudi.com/articles/2147424.html,马特乌斯：凯恩对英格兰的作用比C罗对葡萄牙更大,骆驼飞鸟鱼刺,07-16 08:53,"['德国足坛名宿马特乌斯评选出了自己心目中的本届欧洲杯最佳阵容，在马特乌斯的评选中，他在前锋位置选择了英格兰队长凯恩，而没有选择本届欧洲杯的最佳射手C罗，马特乌斯解释了自己的选择。', '马特乌斯表示：“凯恩不仅仅是因为他的4个进球让人印象深刻，还有他的团队能力。他不仅仅是执行者，也是锋线身后的导演，也是能够传出威胁传球的组织者。因此他对英格兰，比C罗的5个进球对葡萄牙来说价值更大。”']","['英格兰', '葡萄牙', '尤文图斯', '托特纳姆热刺', 'C罗', '哈里-凯恩', '马特乌斯']",https://xyimg1.qunliao.info/fastdfs6/M00/29/18/280x210/crop/-/rBUESWDw2F2AMJ7mAADMkjdfdCk463.jpg
2147416,https://dongqiudi.com/articles/2147416.html,拜仁外租中场费恩：我的偶像是施魏因斯泰格和博格巴,骆驼飞鸟鱼刺,07-16 08:45,"['拜仁慕尼黑年轻中场费恩新赛季将租借效力于德甲升班马菲尔特，费恩接受了德国媒体《图片报》的采访，费恩表示自己的偶像是施魏因斯泰格和博格巴。', '上个赛季费恩效力于荷甲的埃因霍温，他和格策是队友。费恩：“格策是一个很好的人，他也给了我很多建议。”', '费恩：“我的偶像是博格巴和施魏因斯泰格，当我还是拜仁青训球员的时候，就一直看施魏因斯泰格踢球。”', '谈到在菲尔特的保级前景，费恩：“当然会很难，不过我们也有不错的机会保级成功。”']","['拜仁慕尼黑', '菲尔特', '曼联', 'PSV埃因霍温', '博格巴', '格策', '施魏因斯泰格', '艾德里安-费恩']",https://xyimg1.qunliao.info/fastdfs6/M00/29/17/280x210/crop/-/rBUESWDw1o6Ada8OAAEGi5pFtX4390.jpg
2147396,https://dongqiudi.com/articles/2147396.html,李在城：德国杯击败拜仁后本想和穆勒换球衣，但拜仁很快离开,骆驼飞鸟鱼刺,07-16 08:22,"['这个夏天，美因茨签下了韩国国脚李在城。上个赛季李在城曾经在德乙基尔俱乐部效力，当时李在城跟随基尔在德国杯点球大战淘汰了拜仁，李在城回忆了当时的情况。', '李在城谈到加盟美因茨：“如果来到一支新的球队要等第一个进球很长时间的话，那么会让人很心急。因此我希望我能够尽快进球。”', '李在城曾经跟随韩国队在俄罗斯世界杯击败过德国，在上赛季的德国杯李在城跟随基尔淘汰了拜仁。“2018年世界杯对阵德国，在比赛之后我和赫克托交换了球衣。在上赛季德国杯和拜仁的比赛后，原本我想和穆勒交换球衣，但是比赛之后，拜仁很快离开了，因此没有得到球衣。”', '李在城表示希望这次能在德甲击败拜仁并且得到穆勒的球衣。“希望这次能成功，而且得到穆勒的球衣。”']","['韩国', '德国', '拜仁慕尼黑', '美因茨', '荷尔斯泰因基尔', '托马斯-穆勒', '李在城']",https://xyimg1.qunliao.info/fastdfs6/M00/29/16/280x210/crop/-/rBUESWDw0PyAflhvAAH0WWA4G6g400.jpg
2147339,https://dongqiudi.com/articles/2147339.html,曾遭尤文退货，如今一球成名！希克在这个夏天里涅槃重生,体育百科,07-16 08:10,['曾遭尤文退货，如今一球成名！希克在这个夏天里涅槃重生'],"['勒沃库森', '希克']",https://xyimg1.qunliao.info/fastdfs6/M00/29/13/280x210/crop/-/rBUESWDwwLWAUugKAA39pBjO1rk264.jpg
2147368,https://dongqiudi.com/articles/2147368.html,技术细腻，拜仁新援理查兹训练中玩花活,骆驼飞鸟鱼刺,07-16 07:50,[],"['拜仁慕尼黑', '奥马尔-理查兹']",https://xyimg1.qunliao.info/fastdfs6/M00/29/15/280x210/crop/-/rBUCgGDwyXmANEluAA5HTSyTZmQ307.png
2147361,https://dongqiudi.com/articles/2147361.html,拉姆告别罗本：与你一起踢球是我的荣幸,骆驼飞鸟鱼刺,07-16 07:44,"['昨天荷兰球星罗本第二次宣布自己结束职业生涯，前拜仁慕尼黑队友拉姆在个人主页中向罗本告别。', '拉姆在个人主页中写道：“能够和罗本一起踢球是我的荣幸，我们一起在拜仁慕尼黑经历了很多成功的时光。现在这样强势的巴伐利亚-荷兰的边路组合没有了。我祝愿你和你的家人未来享受生活，一切顺利。”', '2019年当时罗本曾经宣布结束职业生涯，不过不久之后罗本在家乡球队格罗宁根复出。不过复出之后，罗本频繁受到伤病影响，昨天罗本第二次宣布自己结束职业生涯。']","['拜仁慕尼黑', '格罗宁根', '拉姆', '罗本']",https://xyimg1.qunliao.info/fastdfs6/M00/29/15/280x210/crop/-/rBUCgGDwyDOAGd3qAADHmZEwIWI929.jpg
2147356,https://dongqiudi.com/articles/2147356.html,官方：沙尔克攻击手拉曼转会安德莱赫特,骆驼飞鸟鱼刺,07-16 07:37,"['在沙尔克降级之后，多名球员都已经离开。北京时间今天凌晨，沙尔克再次官方宣布一名球员离队。沙尔克攻击手拉曼转会加盟比利时劲旅安德莱赫特。', '沙尔克官方表示，拉曼转会加盟比利时劲旅安德莱赫特，拉曼与安德莱赫特签约3年，原本拉曼在沙尔克的合同2024年才到期。', '沙尔克主管Schröder表示：“拉曼与我们的沟通非常坦诚，他说未来不会留在沙尔克。因此对双方来说，这笔交易都是有意义的。我们对经济条件感到满意，祝愿拉曼之后一切顺利。”', '两年前拉曼加盟沙尔克，他为沙尔克各项赛事出场55次。']","['安德莱赫特', '沙尔克04', '拉曼']",https://bdimg1.qunliao.info/tos-cn-i-j5hyufq5o6/fastdfs6/M00/29/15/rBUCgGDwxpqAfNzAAAH5-suPWsM864.jpg~tplv-j5hyufq5o6-crop:280:210.jpeg
2147354,https://dongqiudi.com/articles/2147354.html,布兰特欢迎哈兰德回归：欢迎归来，维京人,骆驼飞鸟鱼刺,07-16 07:32,"['本周多特蒙德中锋哈兰德结束假期，回到了多特蒙德参加季前备战，多特蒙德队友布兰特欢迎哈兰德的回归。', '布兰特在个人主页中欢迎了哈兰德回归，布兰特写道：“欢迎回归，维京人！”对此哈兰德也做出回应：“谢谢你，布兰特先生。”', '多特蒙德将在七月下旬前往训练营进行季前备战，多特将在8月初迎来德国杯首轮比赛，一周之后多特蒙德将迎来德甲的首轮比赛。', '哈兰德在过去的这个赛季表现出色，各项赛事一共攻入了41球。']","['多特蒙德', '布兰特', '哈兰德']",https://xyimg1.qunliao.info/fastdfs6/M00/29/14/280x210/crop/-/rBUCgGDwxVSAGgtvAAFLyr_SPHs797.jpg
2147352,https://dongqiudi.com/articles/2147352.html,德媒：多特新赛季可能不买新中卫，提拔小将科林斯,骆驼飞鸟鱼刺,07-16 07:28,"['多特蒙德在中后卫的位置上有补强的需求，不过德国媒体《西德意志汇报》的消息称，多特蒙德也可能不会在今夏签下新的中卫，而是重用小将科林斯。', '《西德意志汇报》的消息称，17岁的小将科林斯是多特蒙德重点培养的对象，他是多特之后阵容规划的重要一员。之前科林斯与多特续约至2023年，他已经受到来自曼城和切尔西的关注。', '另外多特今夏签下了17岁的后卫库利巴利，《西德意志汇报》的消息称，库利巴利将因为十字韧带伤势，还需要缺席一段时间。同样因伤缺席的还有扎加杜。', '多特在后卫位置上的引援目标是美因茨后卫圣朱斯特，不过双方并没有在转会费方面达成一致，报道称只有当多特继续出售球员后，才有可能签下圣朱斯特。圣朱斯特的转会费是1500万-2000万欧元。']","['多特蒙德', '美因茨', '圣朱斯特', '多特蒙德U19', '库利巴利', '科林斯']",https://csimg2.qunliao.info/fastdfs6/M00/29/14/280x210/crop/-/rBUCgGDww9SAPVeoAAGBqGuuqoQ166.jpg
2147344,https://dongqiudi.com/articles/2147344.html,德国西部遭遇洪水，多特将举办慈善赛提供帮助,骆驼飞鸟鱼刺,07-16 07:17,"['最近德国西部的北威州以及莱普州受到洪水影响，洪水已经造成了数十人身亡。地处北威州的多特蒙德决定踢一场慈善赛，来帮助受到洪水影响的人们。', '多特蒙德在官方主页中表示：“多特蒙德大家庭在现在这段困难的时间里，与所有受到洪水影响的人们的亲友、朋友在一起，多特会和很多专业援助者以及志愿者在一起，尽最大努力提供帮助。”', '多特蒙德高层瓦茨克表示：“多特会尽可能帮助受影响的人，会将慈善赛的收入捐给受到影响的人。”']","['多特蒙德', '瓦茨克']",https://bdimg1.qunliao.info/tos-cn-i-j5hyufq5o6/fastdfs6/M00/29/13/rBUESWDwwdOANvtrAAEmGA9bgoQ396.jpg~tplv-j5hyufq5o6-crop:280:210.jpeg
2147337,https://dongqiudi.com/articles/2147337.html,主教练正在热身，纳帅和萨利加入拜仁热身训练,骆驼飞鸟鱼刺,07-16 07:10,"['少帅纳格尔斯曼正在带领拜仁慕尼黑全队进行季前备战，德国媒体《图片报》报道了拜仁最近训练的情况。《图片报》的消息称，拜仁在训练场的气氛非常和谐，而且主教练纳格尔斯曼以及体育董事萨利都正在热身。', '《图片报》表示，主教练纳格尔斯曼非常受到拜仁高层喜欢，因为纳帅并没有提转会要求，另外训练中非常细致，和球员的沟通很好。', '在本周的训练中，纳帅带着教练组成员以及萨利一起进行了网式足球的练习。在网式足球前，萨利还和首席球探内佩一起打了会板网球。']","['拜仁慕尼黑', '萨利哈米季奇', '纳格尔斯曼']",https://xyimg1.qunliao.info/fastdfs6/M00/29/13/280x210/crop/-/rBUESWDwwAmAGRlzAADFURTtwj0159.jpg
2147334,https://dongqiudi.com/articles/2147334.html,纳帅：要想获得欧冠需要运气，但夺冠也不是不可能的,骆驼飞鸟鱼刺,07-16 07:01,"['拜仁慕尼黑少帅纳格尔斯曼已经带队开始了新赛季的备战，在接受德国天空体育的采访时，纳帅谈到了球队获得欧冠的可能性。', '纳帅表示：“获得欧冠是我非常大的梦想。不过每个人都知道要想获得欧冠冠军的话是非常难的。其他球队也希望夺冠，不仅仅是拜仁慕尼黑。”', '“在欧冠赛场需要一些运气，这并不是说可以计划的冠军，欧冠没有34轮比赛。在欧冠赛场有的时候可能事情不是很顺利。不过夺冠并不是不可能的，两个赛季前拜仁获得了欧冠冠军。在明年再次夺冠也是有可能的。”']","['拜仁慕尼黑', '纳格尔斯曼']",https://xyimg1.qunliao.info/fastdfs6/M00/29/13/280x210/crop/-/rBUESWDwviOAHuEAAAG3Kql0sOs921.jpg
2147330,https://dongqiudi.com/articles/2147330.html,德天空：莱万经纪人扎哈维关注转会市场，但拜仁不会出售莱万,骆驼飞鸟鱼刺,07-16 06:56,"['最近西班牙媒体《阿斯报》的消息称，拜仁慕尼黑中锋莱万多夫斯基依然希望加盟皇马，另外英国媒体《每日邮报》的消息称，曼城对莱万有意。德国天空体育的最新消息称，莱万的经纪人扎哈维正在密切关注转会市场。', '德国天空体育的消息称，莱万的经纪人扎哈维在和很多球队联系，同时在关注转会市场。不过目前拜仁慕尼黑方面并没有收到对莱万的官方报价。拜仁慕尼黑方面的态度也很明确，不会在今夏出售莱万。']","['拜仁慕尼黑', '莱万多夫斯基']",https://xyimg1.qunliao.info/fastdfs6/M00/29/13/280x210/crop/-/rBUCgGDwvNmAZJMhAADa8_rnlLI008.jpg
2147329,https://dongqiudi.com/articles/2147329.html,罗本职业生涯部分数据：俱乐部：602场，进209...,足球有数据,07-16 06:55,['罗本职业生涯部分数据：\n俱乐部：602场，进209球，158次助攻；国家队：96场，进37球\n\n共获得37座冠军，包括11个联赛冠军、欧冠冠军、世俱杯冠军等。\n\n11个联赛冠军包括在切尔西、皇马和拜仁获得的英超、西甲和德甲冠军，罗本也是获得五大联赛其中3个联赛冠军的成员之一。（目前没有人获得过五大联赛的4个或全部5个联赛的冠军）\n\n略显遗憾的是，罗本国家队出场迫近百场未能实现，还有在世界杯上的那次单刀。\n\n球场上再也见不到“罗本走廊”的飒爽英姿，但生活中希望见到一个健健康康的罗本，他的职业生涯简直伤病太多，希望生活中能够好运。'],[],https://csimg2.qunliao.info/fastdfs6/M00/29/13/280x210/crop/-/rBUESWDwvPuANrqEAACxlNqOp58034.png
2147282,https://dongqiudi.com/articles/2147282.html,格拉斯纳确认图雷将因伤缺席联赛开始阶段，具体回归...,RMZidane5,07-16 01:34,['格拉斯纳确认图雷将因伤缺席联赛开始阶段，具体回归时间未定\n（来源：bulinews 地址：https://bulinews.com/news/9197/report-fresh-injury-sidelines-almamy-tour%C3%A9-through-bundesliga-opener）'],"['法兰克福', '阿尔马米-图雷', '格拉斯纳']",https://xyimg1.qunliao.info/fastdfs6/M00/29/0F/280x210/crop/-/rBUCgGDwcaOAG5IwAACVjPcFzcM304.jpg
2147281,https://dongqiudi.com/articles/2147281.html,突发：北威州洪水泛滥，门兴前锋恩博洛爬上自家屋顶...,RMZidane5,07-16 01:29,['突发：北威州洪水泛滥，门兴前锋恩博洛爬上自家屋顶逃过一劫'],"['门兴格拉德巴赫', '恩博洛']",https://csimg2.qunliao.info/fastdfs6/M00/29/0E/280x210/crop/-/rBUESWDwcGKAeo1wAAHhS5j1m34328.jpg
2147257,https://dongqiudi.com/articles/2147257.html,官方：勒沃库森前锋波赫扬帕洛新冠检测呈阳性,ETChalmers,07-16 00:43,"['勒沃库森官方消息，球队前锋波赫扬帕洛新冠检测呈阳性，将缺席球队在奥地利的集训。', '勒沃库森已在日前开始新赛季备战。今日，勒沃库森官方宣布，波赫扬帕洛新冠检测呈阳性，将缺席球队在奥地利滨湖采尔(Zell am See)的训练营。', '这位26岁的芬兰前锋上赛季租借在柏林联合效力，今夏欧洲杯代表芬兰国家队参赛，并为球队打入队史欧洲杯首球。']","['勒沃库森', '波赫扬帕洛']",https://xyimg1.qunliao.info/fastdfs6/M00/29/0C/280x210/crop/-/rBUCgGDwY_WAcMikABKflQ3iaF8570.jpg
2147251,https://dongqiudi.com/articles/2147251.html,根据Sport-Express的报道，勒沃库森为...,自媒体彭珂,07-16 00:34,['根据Sport-Express的报道，勒沃库森为克罗地亚后卫耶德瓦伊找到了买家，莫斯科火车头愿意引进这名25岁的后卫。耶德瓦伊上赛季为勒沃库森出场仅仅只有8次，出场时间仅为484分钟。鉴于耶德瓦伊在勒沃库森的作用进一步下降，球队高层不会为他的离队设置过多障碍。\n消息来源:fussball transfers\n原文地址:\nhttps://www.fussballtransfers.com/a574266362829843834-medien-bayer-verhandelt-jedvaj-transfer'],"['克罗地亚', '勒沃库森', '莫斯科火车头', '耶德瓦伊']",https://csimg2.qunliao.info/fastdfs6/M00/29/0B/280x210/crop/-/rBUESWDwYsqAX4cAAABxGaTEeSg776.jpg
2147248,https://dongqiudi.com/articles/2147248.html,记者：切尔西并没有正式报价哈兰德，不过多特也无意出售,ETChalmers,07-16 00:30,"['据BBC体育记者Simon Stone的消息，切尔西并未正式报价哈兰德，不过多特也无意出售这位挪威前锋。', '据此前德国天空体育的消息，多特已经拒绝了切尔西对哈兰德提出的报价，蓝军的报价中包含将奥多伊或亚伯拉罕作为交易的一部分。', '不过记者Simon Stone透露，切尔西并未就求购哈兰德向多特提交正式报价，该记者同时表示，即使切尔西送上正式报价，也是浪费时间，因为多特无意出售哈兰德。']","['多特蒙德', '切尔西', '哈兰德']",https://xyimg1.qunliao.info/fastdfs6/M00/06/2B/280x210/crop/-/rBUESWB3XC-AHxKHAAHj6lfw2kI577.jpg
2147238,https://dongqiudi.com/articles/2147238.html,萨卡：爱可以战胜一切，种族歧视永无容身之所,阿尔玛贝拉,07-16 00:27,"['欧洲杯决赛罚丢关键点球之后，19岁小将萨卡在网络上遭遇了严重的种族歧视。今天，萨卡在个人社交媒体上正式发文做出回应。', '“过去的几天，我一直远离社交媒体，与家人待在一起，不停回想着过去几周所发生的一切。我收到了太多太多的爱，这些文字根本无法表达我的感激之情，我想感谢每一个支持我的人。', '能够成为英格兰队的一份子，让我倍感荣耀。所有队友都是我一生的榜样和兄弟，我很感激从他们每一个人身上学到的一切，以及始终努力工作的教练组成员们。能够帮助球队打进55年来的首次大赛决赛，看到我的家人出现在决赛现场，想到一路走来，他们为我的所有付出，这对我来说意味着一切。', '就像我在赛后说的一样，我难过极了，感觉自己让所有人和整个英格兰都失望了。但我非常确认，自己不会被这样的时刻或是这一周以来收到的所有负面消息所击倒。', '非常感谢那些和我站在一起，给我发来真心祝福，希望我和家人一切都好的人们。这才是足球应有的样子，不同种族、年代、宗教和背景的人们聚在一起，与彼此分享着足球所带来的的快乐。', '在所有的社交媒体上，我不希望任何的孩子或者成年人像我、拉什福德和桑乔一样，在过去的一周收到这么多充满憎恨和中伤的信息。我很清楚这是一个令人悲伤的现实，即使功能再强大的平台也无法阻止那么多的仇恨发生。', '爱永远可以战胜一切。', '布卡约-萨卡']","['阿森纳', '多特蒙德', '曼联', '拉什福德', '桑乔', '布卡约-萨卡']",https://bdimg1.qunliao.info/tos-cn-i-j5hyufq5o6/fastdfs6/M00/29/0A/rBUESWDwYJGAdWRSAADvkPH1Ubs066.jpg~tplv-j5hyufq5o6-crop:280:210.jpeg
2147219,https://dongqiudi.com/articles/2147219.html,官方：门兴与小将邦加德(Jordi Bongar...,RMZidane5,07-16 00:14,['官方：门兴与小将邦加德(Jordi Bongard)签下第一份职业合同，他将升入门兴二队'],"['门兴格拉德巴赫', '门兴格拉德巴赫二队']",https://xyimg1.qunliao.info/fastdfs6/M00/29/0A/280x210/crop/-/rBUCgGDwXqeAYluHAAC42BgAPoM620.jpg
2147218,https://dongqiudi.com/articles/2147218.html,官方：门兴小将尼科拉斯租借至科隆胜利,RMZidane5,07-16 00:12,['官方：门兴小将尼科拉斯租借至科隆胜利'],"['门兴格拉德巴赫', '科隆胜利', '尼科拉斯']",https://xyimg1.qunliao.info/fastdfs6/M00/29/0A/280x210/crop/-/rBUCgGDwXmWAGS85AADxlgCbiY8934.jpg
2147169,https://dongqiudi.com/articles/2147169.html,罗本再次退役了，这一次可能是真正的告别，提到他除...,世界第一主帅海因克斯,07-15 23:38,['罗本再次退役了，这一次可能是真正的告别，提到他除了一招鲜吃遍天以外，想到最多的肯定还是约翰内斯堡的那场决赛，不过谁的人生没有一点缺憾呢？没有2010和2012刻骨铭心的失利，那么2013那个温布利英雄与2014在巴西那个极度自信的小飞侠也不会存在，而现在我时常想起的还是那句“罗本脚踏风火轮晃过卡西利亚斯再下一城！”这就是永远不像命运屈服的小飞侠，这就是荷兰历史最伟大的球星之一！祝老汉未来一切顺利！'],"['荷兰', '拜仁慕尼黑', '格罗宁根', '罗本']",https://csimg2.qunliao.info/fastdfs6/M00/29/07/280x210/crop/-/rBUCgGDwVj2ALxQyAAQ-svLhO3A89.jpeg
2147086,https://dongqiudi.com/articles/2147086.html,踢球者：斯图加特对卡莱季奇的要价至少是2500万欧,骆驼飞鸟鱼刺,07-15 22:53,"['斯图加特高中锋卡莱季奇在过去的这个赛季表现出色，过去的这个赛季卡莱季奇在德甲攻入16球，同时有6次助攻。欧洲杯上卡莱季奇也有精彩的进球。卡莱季奇的表现得到了很多德甲以及其他联赛球队的关注。', '本周六卡莱季奇将回到球队的训练中，德国足球媒体《踢球者》的消息称，卡莱季奇是否会在今夏离开斯图加特还不确定。报道称如果转会的话，斯图加特为卡莱季奇的要价至少是2500万欧元。报道称，斯图加特并没有未卡莱季奇设置做出决定的最后期限。']","['斯图加特', '卡莱季奇']",https://xyimg1.qunliao.info/fastdfs6/M00/29/04/280x210/crop/-/rBUESWDwS8WABk-xAADzsaoBiFI582.jpg
2147082,https://dongqiudi.com/articles/2147082.html,斯基拉：尼斯和罗马谈妥，租借加1000万欧买断签小克鲁伊维特,Diavel_aDRy,07-15 22:49,"['根据意大利知名记者尼科洛-斯基拉的报道，罗马已经和尼斯谈妥了尤斯廷-克鲁伊维特的转会问题，他们愿意以租借外加1000万欧元买断权的方式放走这位荷兰球星。', '现年22岁的小克鲁伊维特上赛季以租借的身份效力于RB莱比锡，期间他出战了27场正式比赛，9次担任首发，打进4球。', '如今按照斯基拉的说法，小克鲁伊维特此前一直在等待RB莱比锡的行动，因为他很乐意回到这支德甲劲旅阵中，不过目前罗马已经和尼斯达成了原则性的协议，他们愿意以租借外加1000万欧元买断权的方式放走小克鲁伊维特。']","['尼斯', '罗马', 'RB莱比锡', '尤斯廷-克鲁伊维特']",https://xyimg1.qunliao.info/fastdfs6/M00/29/04/280x210/crop/-/rBUCgGDwSuaAJwXNAAGS6o_WH1c489.jpg
2147081,https://dongqiudi.com/articles/2147081.html,踢球者：奥格斯堡已经与格雷戈里奇续约至2023年,骆驼飞鸟鱼刺,07-15 22:47,"['奥格斯堡攻击手格雷戈里奇目前的合同在2022年到期，德国足球媒体《踢球者》的消息称，按照合同规定，格雷戈里奇的出场次数达到要求，奥格斯堡已经与格雷戈里奇续约至2023年。', '《踢球者》的消息称，格雷戈里奇的出场次数已经达到自动续约要求，奥格斯堡已经与格雷戈里奇续约至2023年。谈到自己的未来时，格雷戈里奇表示：“我和奥格斯堡的谈话很不错，很坦诚，明确说出了双方的观点，我们现在会共同全力以赴。”', '过去的这个赛季，格雷戈里奇代表奥格斯堡在德甲出场24次，有1个进球和2次助攻。']","['奥格斯堡', '格雷戈里奇']",https://xyimg1.qunliao.info/fastdfs6/M00/29/03/280x210/crop/-/rBUESWDwSnCACvsXAAD_nkrPUi4751.jpg
2147071,https://dongqiudi.com/articles/2147071.html,施魏因斯泰格祝福罗本：和你在一起踢球的时光总是很快乐,王竟不土,07-15 22:43,"['荷兰球星罗本再次宣布退役，他的前拜仁队友施魏因斯泰格为其送上祝福。', '施魏因斯泰格在社交媒体上写道：“阿尔杰，除了尊重你的职业生涯，别无其他！和你在一起踢球的时光总是很快乐。”', '2009年至2019年期间，罗本曾在拜仁效力长达10年，施魏因斯泰格则在2002年至2015年间效力拜仁，两人曾一同率队夺得过欧冠、德甲、德国杯和德国超级杯等多座冠军奖杯。', '小飞侠罗本宣布第二次退役：我决定结束球员生涯，谢谢大家！']","['拜仁慕尼黑', '格罗宁根', '施魏因斯泰格', '罗本']",https://csimg2.qunliao.info/fastdfs6/M00/29/03/280x210/crop/-/rBUCgGDwSRiAbPE8AAEROYLRjtw495.jpg
2147068,https://dongqiudi.com/articles/2147068.html,意大利足协主席：意大利计划申办2028欧洲杯和2030世界杯,骆驼飞鸟鱼刺,07-15 22:41,"['意大利国家队获得了今夏的欧洲杯冠军，意大利足协主席格拉维纳希望好的足球氛围能够延续下去，格拉维纳表示意大利希望申办2028年欧洲杯以及2030年世界杯。', '英格兰也希望申办2030年世界杯，不过在今夏的欧洲杯决赛时，在温布利球场，很多无票的英格兰球迷试图闯入球场，英格兰球迷在本届欧洲杯上有很多负面新闻。报道称，意大利看到了申办大赛的机会。', '意大利足协主席格拉维纳表示：“这是所有参与意大利足球长期计划的人的胜利。欧洲杯冠军带给了意大利整个国家希望，数据显示我们的GDP因为欧洲杯的胜利提升了0.7。欧洲杯的胜利本身带来了3600万欧的收入，这是不能被忽视的。”', '格拉维纳相信举办欧洲杯或者世界杯能够为意大利带来经济收入。', '“我们认为2028年的欧洲杯和2030年的世界杯是机会，不过我们会一步一步来，先是欧洲杯。”']",['意大利'],https://xyimg1.qunliao.info/fastdfs6/M00/29/03/280x210/crop/-/rBUCgGDwSN2AIS-OAAPQ_O3R7mw912.jpg
2147045,https://dongqiudi.com/articles/2147045.html,德媒：胡梅尔斯可能因伤休息，不会冒险复出,骆驼飞鸟鱼刺,07-15 22:27,"['多特蒙德后防中坚胡梅尔斯可能会面临伤缺，德国媒体《图片报》的消息称，本周二胡梅尔斯前往慕尼黑接受治疗，他的膝盖筋腱出现问题。', '多特蒙德主管佐尔克接受《踢球者》的采访时谈到了胡梅尔斯的情况。佐尔克表示：“距离胡梅尔斯回归还有几天的时间。”', '德国媒体“sport.de”的消息称，目前还不清楚胡梅尔斯的伤势情况，也不确定他什么时候可以加入球队训练。不过多特蒙德和胡梅尔斯都希望能多休息一些时间，而不是冒险复出，以防伤势加重。']","['多特蒙德', '胡梅尔斯']",https://xyimg1.qunliao.info/fastdfs6/M00/29/02/280x210/crop/-/rBUCgGDwRcWAf8oCAAC3EO9WqsQ206.jpg
2147027,https://dongqiudi.com/articles/2147027.html,图片报：拜仁想和莱万续约，莱万在拜仁很开心,骆驼飞鸟鱼刺,07-15 22:19,"['拜仁慕尼黑中锋莱万多夫斯基正在度假中，不过最近莱万传出转会流言，西班牙媒体《阿斯报》的消息称，莱万依然想加盟皇马，另外英国媒体《每日邮报》的消息称，曼城对莱万有意。对此德国媒体《图片报》进行辟谣，《图片报》的消息称，莱万肯定会留在拜仁。', '《图片报》的消息称，拜仁不考虑出售莱万。莱万现在与拜仁的合同还有两年，拜仁希望与莱万续约。报道称莱万在拜仁慕尼黑非常开心，另外莱万是拜仁慕尼黑的顶薪球员以及第三队长，在队内很受欢迎，而且扮演着领袖角色。']","['拜仁慕尼黑', '莱万多夫斯基']",https://xyimg1.qunliao.info/fastdfs6/M00/29/01/280x210/crop/-/rBUESWDwQ-WAZu6OAAE3J0-lt7E638.jpg
2147022,https://dongqiudi.com/articles/2147022.html,斯基拉：本菲卡的报价没能打动拉扎罗，他想去德甲或英超踢球,大风车keith,07-15 22:17,"['据知名记者斯基拉的报道，本菲卡的报价没能打动拉扎罗，这名国米中场想去德甲或英超踢球。', '斯基拉在社交媒体上透露：“本菲卡的报价没能打动拉扎罗，他更倾向加盟德甲或英超球队，他的经纪人将在不久后前往米兰城，并与国米商谈转会事宜。”', '据悉，拉扎罗与国米的合同将于2024年夏天到期。上赛季，拉扎罗被蓝黑军团外租到门兴效力，他一共出场了28次，斩获2球1助。']","['本菲卡', '国际米兰', '拉扎罗']",https://csimg2.qunliao.info/fastdfs6/M00/01/8D/280x210/crop/-/rBUESWBioRyACbgEAAKyd2s06Js966.jpg
